,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Number_of_Vehicles,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Road_Surface_Conditions,Speed_limit,Time,Weather_Conditions,Year_y
208,200501BS70193,Slight,05/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,18:45,Fine no high winds,2005
209,200501BS70194,Slight,05/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,13:00,Fine no high winds,2005
210,200501BS70195,Slight,04/05/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,18:05,Fine no high winds,2005
211,200501BS70196,Serious,05/05/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,21:14,Fine no high winds,2005
212,200501BS70197,Slight,06/05/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,16:20,Fine no high winds,2005
213,200501BS70198,Slight,26/04/2005,Tuesday,Daylight,1,1,0.0,5.0,Dry,30,16:30,Fine no high winds,2005
214,200501BS70199,Slight,06/05/2005,Friday,Daylight,1,3,0.0,0.0,Dry,30,12:11,Fine no high winds,2005
215,200501BS70200,Serious,26/04/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,17:18,Fine no high winds,2005
216,200501BS70201,Slight,07/05/2005,Saturday,Daylight,1,2,0.0,5.0,Dry,30,13:00,Fine no high winds,2005
217,200501BS70202,Slight,05/05/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,23:00,Fine no high winds,2005
218,200501BS70203,Slight,01/05/2005,Sunday,Daylight,1,2,0.0,5.0,Dry,30,13:28,Fine no high winds,2005
219,200501BS70204,Slight,12/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,17:44,Fine no high winds,2005
220,200501BS70205,Slight,07/05/2005,Saturday,Daylight,1,1,0.0,0.0,Dry,30,16:41,Fine no high winds,2005
221,200501BS70206,Slight,12/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,16:38,Fine no high winds,2005
222,200501BS70207,Serious,08/05/2005,Sunday,Daylight,1,3,0.0,0.0,Dry,30,19:15,Fine no high winds,2005
223,200501BS70209,Slight,07/05/2005,Saturday,Daylight,1,3,0.0,0.0,Dry,30,18:40,Fine no high winds,2005
224,200501BS70210,Slight,07/05/2005,Saturday,Daylight,1,1,0.0,4.0,Dry,30,18:55,Fine no high winds,2005
225,200501BS70211,Slight,12/05/2005,Thursday,Darkness - lights lit,1,2,0.0,1.0,Dry,30,23:46,Fine no high winds,2005
226,200501BS70212,Slight,13/05/2005,Friday,Daylight,1,2,0.0,0.0,Dry,40,11:30,Fine no high winds,2005
227,200501BS70214,Serious,08/05/2005,Sunday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,20:23,Fine no high winds,2005
228,200501BS70215,Slight,09/05/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,18:26,Fine no high winds,2005
229,200501BS70216,Slight,15/05/2005,Sunday,Daylight,2,2,0.0,5.0,Dry,30,14:15,Fine no high winds,2005
230,200501BS70217,Slight,12/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,12:56,Fine no high winds,2005
231,200501BS70218,Slight,16/05/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,11:00,Fine no high winds,2005
232,200501BS70219,Slight,01/05/2005,Sunday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,3:40,Fine no high winds,2005
233,200501BS70220,Slight,30/04/2005,Saturday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,20:10,Fine no high winds,2005
234,200501BS70221,Slight,19/05/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,15:57,Raining no high winds,2005
235,200501BS70223,Slight,18/05/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,19:20,Fine no high winds,2005
236,200501BS70224,Slight,15/05/2005,Sunday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,1:41,Fine no high winds,2005
237,200501BS70225,Slight,06/05/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,8:45,Fine no high winds,2005
238,200501BS70226,Slight,21/05/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,21:00,Fine no high winds,2005
239,200501BS70227,Slight,25/05/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,15:15,Fine no high winds,2005
240,200501BS70228,Slight,23/05/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,20:25,Fine no high winds,2005
241,200501BS70228,Slight,23/05/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,20:25,Fine no high winds,2005
242,200501BS70229,Slight,19/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,12:51,Fine no high winds,2005
243,200501BS70230,Slight,20/04/2005,Wednesday,Daylight,1,2,0.0,0.0,Wet or damp,30,8:30,Raining no high winds,2005
244,200501BS70231,Slight,19/05/2005,Thursday,Daylight,1,1,0.0,5.0,Wet or damp,30,16:55,Raining no high winds,2005
245,200501BS70232,Serious,21/05/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,22:39,Fine no high winds,2005
246,200501BS70233,Slight,25/05/2005,Wednesday,Daylight,1,1,0.0,8.0,Dry,30,20:17,Fine no high winds,2005
247,200501BS70234,Slight,14/04/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,0:55,Fine no high winds,2005
248,200501BS70235,Slight,24/05/2005,Tuesday,Daylight,1,2,0.0,5.0,Wet or damp,30,13:16,Raining no high winds,2005
249,200501BS70236,Slight,21/05/2005,Saturday,Daylight,1,2,0.0,0.0,Wet or damp,30,12:25,Raining no high winds,2005
250,200501BS70236,Slight,21/05/2005,Saturday,Daylight,1,2,0.0,0.0,Wet or damp,30,12:25,Raining no high winds,2005
251,200501BS70237,Slight,26/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,12:53,Fine no high winds,2005
252,200501BS70238,Slight,26/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,20:05,Fine no high winds,2005
253,200501BS70239,Serious,26/05/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,19:28,Fine no high winds,2005
254,200501BS70240,Slight,14/05/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,17:05,Fine no high winds,2005
255,200501BS70241,Slight,24/05/2005,Tuesday,Daylight,1,1,0.0,5.0,Dry,30,16:05,Fine no high winds,2005
256,200501BS70243,Slight,06/05/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,12:07,Fine no high winds,2005
257,200501BS70244,Slight,23/05/2005,Monday,Daylight,1,1,0.0,5.0,Dry,30,9:40,Fine no high winds,2005
258,200501BS70245,Slight,26/05/2005,Thursday,Daylight,1,2,0.0,1.0,Dry,30,15:40,Fine no high winds,2005
259,200501BS70247,Slight,03/05/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,8:53,Fine no high winds,2005
260,200501BS70248,Slight,24/05/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,12:25,Fine no high winds,2005
261,200501BS70249,Slight,31/05/2005,Tuesday,Daylight,1,2,0.0,1.0,Dry,30,19:18,Fine no high winds,2005
262,200501BS70249,Slight,31/05/2005,Tuesday,Daylight,1,2,0.0,1.0,Dry,30,19:18,Fine no high winds,2005
263,200501BS70250,Slight,29/05/2005,Sunday,Daylight,1,1,0.0,0.0,Dry,30,17:20,Fine no high winds,2005
264,200501BS70251,Slight,27/05/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,7:00,Fine no high winds,2005
265,200501BS70251,Slight,27/05/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,7:00,Fine no high winds,2005
266,200501BS70252,Slight,26/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,16:51,Fine no high winds,2005
267,200501BS70253,Slight,01/06/2005,Wednesday,Daylight,1,2,0.0,0.0,Wet or damp,30,16:45,Raining no high winds,2005
268,200501BS70254,Slight,02/06/2005,Thursday,Daylight,1,2,0.0,1.0,Dry,30,16:57,Fine no high winds,2005
269,200501BS70255,Slight,28/05/2005,Saturday,Daylight,2,2,0.0,0.0,Dry,30,13:19,Fine no high winds,2005
270,200501BS70256,Slight,25/05/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,12:30,Fine no high winds,2005
271,200501BS70258,Slight,07/06/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,11:00,Fine no high winds,2005
272,200501BS70259,Slight,02/06/2005,Thursday,Daylight,2,2,0.0,5.0,Dry,30,8:50,Fine no high winds,2005
273,200501BS70260,Slight,03/06/2005,Friday,Daylight,1,2,0.0,1.0,Dry,30,7:50,Fine no high winds,2005
274,200501BS70261,Slight,25/05/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,8:36,Fine no high winds,2005
275,200501BS70262,Slight,26/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,9:02,Fine no high winds,2005
276,200501BS70263,Slight,06/06/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,12:30,Fine no high winds,2005
277,200501BS70264,Slight,30/05/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,18:00,Fine no high winds,2005
278,200501BS70264,Slight,30/05/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,18:00,Fine no high winds,2005
279,200501BS70266,Serious,09/06/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,15:47,Fine no high winds,2005
280,200501BS70267,Slight,07/06/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,21:50,Fine no high winds,2005
281,200501BS70267,Slight,07/06/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,21:50,Fine no high winds,2005
282,200501BS70268,Slight,08/06/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,12:30,Fine no high winds,2005
283,200501BS70269,Slight,09/06/2005,Thursday,Daylight,1,3,0.0,0.0,Dry,30,10:45,Fine no high winds,2005
284,200501BS70269,Slight,09/06/2005,Thursday,Daylight,1,3,0.0,0.0,Dry,30,10:45,Fine no high winds,2005
285,200501BS70270,Slight,08/06/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,23:19,Fine no high winds,2005
286,200501BS70271,Slight,08/06/2005,Wednesday,Daylight,2,2,0.0,0.0,Dry,30,18:22,Fine no high winds,2005
287,200501BS70272,Serious,25/05/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,11:30,Fine no high winds,2005
288,200501BS70273,Slight,10/06/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,18:00,Fine no high winds,2005
289,200501BS70274,Slight,15/06/2005,Wednesday,Daylight,1,2,0.0,4.0,Dry,30,18:50,Fine no high winds,2005
290,200501BS70275,Slight,04/06/2005,Saturday,Daylight,1,2,0.0,1.0,Dry,30,20:50,Fine no high winds,2005
291,200501BS70276,Serious,02/06/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,23:26,Fine no high winds,2005
292,200501BS70277,Serious,03/06/2005,Friday,Daylight,1,2,0.0,0.0,Wet or damp,30,18:36,Raining no high winds,2005
293,200501BS70278,Serious,09/06/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,8:45,Fine no high winds,2005
294,200501BS70279,Serious,06/06/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,18:40,Fine no high winds,2005
295,200501BS70280,Slight,19/05/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,22:10,Fine no high winds,2005
296,200501BS70281,Slight,15/06/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,8:00,Fine no high winds,2005
297,200501BS70282,Slight,10/06/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,12:00,Fine no high winds,2005
298,200501BS70283,Slight,06/06/2005,Monday,Darkness - lights lit,1,2,0.0,1.0,Dry,30,4:22,Fine no high winds,2005
299,200501BS70284,Slight,10/06/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,13:45,Fine no high winds,2005
300,200501BS70285,Slight,11/05/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,22:35,Fine no high winds,2005
301,200501BS70286,Slight,11/06/2005,Saturday,Daylight,1,1,0.0,4.0,Dry,30,10:47,Fine no high winds,2005
302,200501BS70287,Slight,13/06/2005,Monday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,21:15,Fine no high winds,2005
303,200501BS70288,Slight,15/06/2005,Wednesday,Daylight,1,1,0.0,4.0,Dry,30,16:00,Fine no high winds,2005
304,200501BS70289,Slight,03/06/2005,Friday,Daylight,1,2,0.0,0.0,Wet or damp,30,18:33,Raining no high winds,2005
305,200501BS70290,Slight,14/06/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,19:40,Fine no high winds,2005
306,200501BS70291,Slight,16/06/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,15:45,Raining no high winds,2005
307,200501BS70292,Slight,15/06/2005,Wednesday,Daylight,2,2,0.0,0.0,Dry,30,19:48,Fine no high winds,2005
308,200501BS70292,Slight,15/06/2005,Wednesday,Daylight,2,2,0.0,0.0,Dry,30,19:48,Fine no high winds,2005
309,200501BS70293,Slight,15/06/2005,Wednesday,Daylight,1,1,0.0,0.0,Wet or damp,30,10:10,Raining no high winds,2005
310,200501BS70294,Slight,15/06/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,16:20,Fine no high winds,2005
311,200501BS70294,Slight,15/06/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,16:20,Fine no high winds,2005
312,200501BS70295,Slight,20/06/2005,Monday,Daylight,1,3,0.0,0.0,Dry,30,9:10,Fine no high winds,2005
313,200501BS70296,Slight,15/06/2005,Wednesday,Daylight,1,2,0.0,0.0,Wet or damp,30,10:30,Raining no high winds,2005
314,200501BS70296,Slight,15/06/2005,Wednesday,Daylight,1,2,0.0,0.0,Wet or damp,30,10:30,Raining no high winds,2005
315,200501BS70297,Slight,20/06/2005,Monday,Daylight,1,3,0.0,0.0,Dry,30,12:13,Fine no high winds,2005
316,200501BS70298,Serious,11/06/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,15:52,Fine no high winds,2005
317,200501BS70299,Slight,20/06/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,18:00,Fine no high winds,2005
318,200501BS70300,Slight,20/06/2005,Monday,Daylight,1,3,0.0,0.0,Dry,30,16:50,Fine no high winds,2005
319,200501BS70301,Serious,16/06/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,23:46,Fine no high winds,2005
320,200501BS70302,Slight,16/06/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,50,16:20,Raining no high winds,2005
321,200501BS70303,Slight,16/06/2005,Thursday,Daylight,2,3,0.0,1.0,Dry,30,8:58,Fine no high winds,2005
322,200501BS70304,Slight,21/06/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,14:30,Fine no high winds,2005
323,200501BS70305,Slight,21/06/2005,Tuesday,Daylight,1,1,0.0,1.0,Dry,30,15:37,Fine no high winds,2005
324,200501BS70306,Slight,16/06/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,13:20,Raining no high winds,2005
325,200501BS70307,Slight,20/06/2005,Monday,Daylight,1,2,0.0,1.0,Wet or damp,30,10:34,Raining no high winds,2005
326,200501BS70308,Slight,20/06/2005,Monday,Daylight,1,1,0.0,4.0,Dry,30,10:42,Fine no high winds,2005
327,200501BS70309,Slight,20/06/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,11:05,Fine no high winds,2005
328,200501BS70310,Slight,01/07/2005,Friday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,1:43,Fine no high winds,2005
329,200501BS70311,Slight,24/06/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,9:55,Fine no high winds,2005
330,200501BS70312,Slight,30/06/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,10:00,Raining no high winds,2005
331,200501BS70313,Slight,24/06/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,13:43,Fine no high winds,2005
332,200501BS70314,Slight,21/06/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,7:12,Fine no high winds,2005
333,200501BS70315,Slight,23/06/2005,Thursday,Daylight,3,2,0.0,0.0,Dry,30,12:50,Fine no high winds,2005
334,200501BS70317,Slight,23/06/2005,Thursday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,23:53,Fine no high winds,2005
335,200501BS70318,Slight,28/06/2005,Tuesday,Daylight,1,2,0.0,4.0,Dry,30,19:30,Fine no high winds,2005
336,200501BS70319,Slight,29/06/2005,Wednesday,Daylight,2,2,0.0,0.0,Wet or damp,30,15:35,Raining no high winds,2005
337,200501BS70321,Slight,29/06/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,7:05,Fine no high winds,2005
338,200501BS70322,Serious,01/06/2005,Wednesday,Daylight,2,2,0.0,1.0,Dry,30,11:30,Fine no high winds,2005
339,200501BS70322,Serious,01/06/2005,Wednesday,Daylight,2,2,0.0,1.0,Dry,30,11:30,Fine no high winds,2005
340,200501BS70323,Slight,23/06/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,11:50,Fine no high winds,2005
341,200501BS70324,Slight,20/06/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,13:20,Fine no high winds,2005
342,200501BS70325,Slight,04/07/2005,Monday,Daylight,1,2,0.0,4.0,Dry,30,7:40,Fine no high winds,2005
343,200501BS70325,Slight,04/07/2005,Monday,Daylight,1,2,0.0,4.0,Dry,30,7:40,Fine no high winds,2005
344,200501BS70326,Slight,30/06/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,18:54,Fine no high winds,2005
345,200501BS70327,Slight,03/07/2005,Sunday,Daylight,1,2,0.0,0.0,Dry,30,19:05,Fine no high winds,2005
346,200501BS70328,Slight,03/07/2005,Sunday,Daylight,1,2,0.0,0.0,Dry,30,17:30,Fine no high winds,2005
347,200501BS70329,Slight,30/06/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,7:55,Raining no high winds,2005
348,200501BS70330,Slight,20/06/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,10:50,Fine no high winds,2005
349,200501BS70331,Serious,30/06/2005,Thursday,Darkness - lights lit,2,1,0.0,4.0,Dry,30,23:30,Fine no high winds,2005
350,200501BS70332,Slight,06/06/2005,Monday,Daylight,1,2,0.0,4.0,Dry,30,19:49,Fine no high winds,2005
351,200501BS70332,Slight,06/06/2005,Monday,Daylight,1,2,0.0,4.0,Dry,30,19:49,Fine no high winds,2005
352,200501BS70333,Slight,29/06/2005,Wednesday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,23:36,Fine no high winds,2005
353,200501BS70333,Slight,29/06/2005,Wednesday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,23:36,Fine no high winds,2005
354,200501BS70334,Slight,05/07/2005,Tuesday,Daylight,1,2,0.0,0.0,Wet or damp,30,18:30,Raining no high winds,2005
355,200501BS70335,Slight,30/06/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,15:45,Fine no high winds,2005
356,200501BS70336,Slight,07/07/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,2:00,Fine no high winds,2005
357,200501BS70337,Slight,30/06/2005,Thursday,Daylight,1,1,0.0,5.0,Dry,30,17:50,Fine no high winds,2005
358,200501BS70338,Slight,01/07/2005,Friday,Daylight,1,2,0.0,1.0,Wet or damp,20,18:04,Raining no high winds,2005
359,200501BS70339,Slight,14/07/2005,Thursday,Daylight,2,2,0.0,1.0,Dry,30,19:48,Fine no high winds,2005
360,200501BS70340,Serious,08/07/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,13:01,Fine no high winds,2005
361,200501BS70341,Slight,09/07/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,7:00,Fine no high winds,2005
362,200501BS70342,Slight,11/07/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,23:15,Fine no high winds,2005
363,200501BS70343,Slight,09/07/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,18:05,Fine no high winds,2005
364,200501BS70344,Serious,10/07/2005,Sunday,Daylight,1,1,0.0,0.0,Dry,30,15:50,Fine no high winds,2005
365,200501BS70346,Slight,13/07/2005,Wednesday,Daylight,1,3,0.0,0.0,Dry,30,17:30,Fine no high winds,2005
366,200501BS70346,Slight,13/07/2005,Wednesday,Daylight,1,3,0.0,0.0,Dry,30,17:30,Fine no high winds,2005
367,200501BS70346,Slight,13/07/2005,Wednesday,Daylight,1,3,0.0,0.0,Dry,30,17:30,Fine no high winds,2005
368,200501BS70347,Slight,12/07/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,13:10,Fine no high winds,2005
369,200501BS70348,Slight,16/07/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,23:20,Fine no high winds,2005
370,200501BS70349,Slight,16/07/2005,Saturday,Daylight,1,2,0.0,5.0,Dry,30,15:18,Fine no high winds,2005
371,200501BS70350,Slight,30/06/2005,Thursday,Daylight,1,3,0.0,0.0,Dry,30,14:20,Fine no high winds,2005
372,200501BS70351,Slight,30/06/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,14:00,Fine no high winds,2005
373,200501BS70352,Serious,08/07/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,9:43,Fine no high winds,2005
374,200501BS70352,Serious,08/07/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,9:43,Fine no high winds,2005
375,200501BS70353,Slight,16/07/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,16:04,Fine no high winds,2005
376,200501BS70354,Slight,30/06/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,16:25,Fine no high winds,2005
377,200501BS70355,Slight,05/07/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,9:09,Fine no high winds,2005
378,200501BS70356,Slight,25/06/2005,Saturday,Daylight,2,1,0.0,0.0,Dry,30,16:50,Fine no high winds,2005
379,200501BS70357,Serious,17/06/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,18:50,Fine no high winds,2005
380,200501BS70358,Slight,30/06/2005,Thursday,Darkness - lights lit,2,1,0.0,0.0,Wet or damp,30,21:00,Raining no high winds,2005
381,200501BS70359,Slight,08/07/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,7:44,Fine no high winds,2005
382,200501BS70360,Slight,06/07/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,17:45,Fine no high winds,2005
383,200501BS70361,Slight,08/07/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,19:45,Fine no high winds,2005
384,200501BS70362,Slight,14/07/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,0:40,Fine no high winds,2005
385,200501BS70362,Slight,14/07/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,0:40,Fine no high winds,2005
386,200501BS70363,Slight,15/07/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,10:15,Fine no high winds,2005
387,200501BS70364,Slight,13/07/2005,Wednesday,Daylight,1,2,0.0,1.0,Dry,30,8:33,Fine no high winds,2005
388,200501BS70365,Serious,21/07/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,17:45,Fine no high winds,2005
389,200501BS70366,Slight,11/07/2005,Monday,Daylight,1,2,0.0,0.0,Dry,50,18:40,Fine no high winds,2005
390,200501BS70367,Slight,16/06/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,14:05,Raining no high winds,2005
391,200501BS70369,Slight,13/07/2005,Wednesday,Daylight,1,3,0.0,5.0,Dry,30,17:12,Fine no high winds,2005
392,200501BS70370,Slight,13/07/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,7:45,Fine no high winds,2005
393,200501BS70370,Slight,13/07/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,7:45,Fine no high winds,2005
394,200501BS70371,Slight,09/07/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,18:48,Fine no high winds,2005
395,200501BS70372,Serious,21/07/2005,Thursday,Daylight,1,2,0.0,1.0,Dry,30,16:13,Fine no high winds,2005
396,200501BS70373,Slight,19/07/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,18:20,Fine no high winds,2005
397,200501BS70374,Slight,21/07/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,21:10,Fine no high winds,2005
398,200501BS70375,Slight,26/07/2005,Tuesday,Daylight,1,2,0.0,0.0,Wet or damp,30,20:31,Fine no high winds,2005
399,200501BS70376,Serious,14/07/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,10:20,Fine no high winds,2005
400,200501BS70377,Slight,19/07/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,9:20,Fine + high winds,2005
401,200501BS70378,Slight,12/07/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,8:05,Fine no high winds,2005
402,200501BS70378,Slight,12/07/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,8:05,Fine no high winds,2005
403,200501BS70379,Serious,27/07/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,21:16,Raining no high winds,2005
404,200501BS70380,Serious,20/07/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,23:00,Fine no high winds,2005
405,200501BS70381,Slight,22/07/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,11:04,Fine no high winds,2005
406,200501BS70382,Slight,16/07/2005,Saturday,Daylight,1,1,0.0,5.0,Dry,30,11:57,Fine no high winds,2005
407,200501BS70383,Slight,18/07/2005,Monday,Daylight,1,1,0.0,4.0,Dry,30,9:29,Fine no high winds,2005
408,200501BS70384,Slight,17/07/2005,Sunday,Daylight,1,3,0.0,0.0,Dry,30,17:48,Fine no high winds,2005
409,200501BS70385,Slight,24/07/2005,Sunday,Daylight,4,4,0.0,0.0,Dry,30,7:30,Fine no high winds,2005
410,200501BS70385,Slight,24/07/2005,Sunday,Daylight,4,4,0.0,0.0,Dry,30,7:30,Fine no high winds,2005
411,200501BS70386,Slight,25/07/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,18:20,Fine no high winds,2005
412,200501BS70387,Slight,17/07/2005,Sunday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,20:15,Fine no high winds,2005
413,200501BS70388,Serious,21/07/2005,Thursday,Daylight,1,2,0.0,4.0,Dry,30,12:30,Fine no high winds,2005
414,200501BS70389,Serious,22/07/2005,Friday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,23:32,Fine no high winds,2005
415,200501BS70391,Serious,25/07/2005,Monday,Daylight,1,2,0.0,5.0,Wet or damp,30,9:50,Raining no high winds,2005
